0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,2
26,2
27,2
28,2
29,2
30,2
31,2
32,2
33,2
34,2
35,3
36,4
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,4
51,4
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,5
62,5
63,5
64,5
65,5
66,5
67,6
68,6
69,6
70,6
71,6
72,6
73,7
74,7
75,8
76,8
77,8
78,9
79,9
80,10
81,10
82,10
83,11
84,11
85,12
86,12
87,12
88,12
89,12
90,13
91,13
92,14
93,15
94,16
95,17
96,18
97,19
98,19
99,19
100,20
101,20
102,21
103,21
104,21
105,22
106,22
107,23
108,24
109,24
110,25
111,25
112,26
113,26
114,26
115,26
116,26
117,26
118,27
119,28
120,28
121,29
122,29
123,30
124,30
125,30
126,30
127,31
128,31
129,31
130,32
131,33
132,33
133,34
134,35
135,35
136,36
137,36
138,37
139,37
140,38
141,39
142,39
143,39
144,39
145,39
146,40
147,40
148,40
149,41
150,41
151,42
152,43
153,43
154,43
155,43
156,44
157,45
158,45
159,45
160,46
161,46
162,46
163,47
164,48
165,48
166,49
167,50
168,50
169,50
170,51
171,52
172,52
173,52
174,52
175,53
176,54
177,55
178,56
179,57
180,57
181,57
182,57
183,58
184,59
185,59
186,59
187,60
188,61
189,62
190,63
191,64
192,65
193,65
194,65
195,66
196,67
197,68
198,69
199,69
200,70
201,70
202,70
203,70
204,71
205,71
206,71
207,72
208,73
209,73
210,74
211,74
212,75
213,76
214,76
215,77
216,78
217,78
218,79
219,80
220,81
221,81
222,82
223,83
224,84
225,84
226,84
227,85
228,85
229,85
230,85
231,85
232,85
233,85
234,85
235,86
236,86
237,86
238,87
239,88
240,89
241,90
242,90
243,91
244,91
245,92
246,93
247,93
248,93
249,94
250,95
251,96
252,97
253,97
254,98
255,99
256,100
257,101
258,102
259,102
260,102
261,103
262,104
263,105
264,105
265,106
266,107
267,108
268,109
269,110
270,110
271,111
272,112
273,113
274,114
275,115
276,116
277,116
278,117
279,117
280,118
281,119
282,120
283,121
284,121
285,121
286,122
287,123
288,123
289,124
290,124
291,125
292,126
293,127
294,128
295,129
296,130
297,130
298,131
299,131
300,132
301,133
302,134
303,135
304,136
305,137
306,138
307,139
308,140
309,141
310,141
311,142
312,142
313,143
314,144
315,145
316,146
317,147
318,148
319,148
320,149
321,150
322,150
323,151
324,152
325,152
326,152
327,153
328,154
329,155
330,156
331,157
332,157
333,157
334,158
335,158
336,158
337,159
338,160
339,161
340,162
341,163
342,164
343,165
344,165
345,166
346,167
347,168
348,168
349,169
350,170
351,171
352,172
353,173
354,174
355,175
356,176
357,177
358,178
359,178
360,178
361,179
362,180
363,180
364,180
365,181
366,182
367,183
368,183
369,184
370,185
371,186
372,187
373,188
374,189
375,189
376,190
377,191
378,192
379,193
380,194
381,194
382,195
383,196
384,196
385,197
386,197
387,197
388,198
389,199
390,200
391,201
392,202
393,203
394,204
395,205
396,206
397,206
398,207
399,208
400,209
401,210
402,210
403,211
404,212
405,213
406,214
407,214
408,215
409,216
410,217
411,218
412,219
413,220
414,221
415,222
416,223
417,223
418,224
419,224
420,225
421,226
422,227
423,228
424,229
425,230
426,231
427,232
428,233
429,233
430,234
431,235
432,236
433,237
434,238
435,239
436,239
437,240
438,240
439,241
440,242
441,243
442,244
443,245
444,246
445,247
446,247
447,248
448,249
449,249
450,250
451,251
452,252
453,253
454,254
455,255
456,256
457,257
458,258
459,259
460,260
461,261
462,261
463,262
464,263
465,264
466,265
467,266
468,267
469,268
470,269
471,270
472,271
473,272
474,273
475,274
476,275
477,275
478,275
479,276
480,276
481,277
482,278
483,278
484,279
485,280
486,281
487,281
488,281
489,282
490,283
491,284
492,285
493,286
494,286
495,287
496,287
497,287
498,288
499,289
500,290
501,291
502,292
503,293
504,294
505,295
506,296
507,297
508,298
509,299
510,300
511,301
512,302
513,303
514,304
515,305
516,306
517,307
518,308
519,309
520,310
521,310
522,311
523,312
524,313
525,314
526,315
527,316
528,317
529,318
530,319
531,320
532,321
533,322
