0,60.0
1,64.0
2,75.0
3,51.0
4,63.0
5,45.0
6,62.0
7,49.0
8,77.0
9,52.0
10,59.0
11,62.0
12,60.0
13,58.0
14,67.0
15,70.0
16,62.0
17,66.0
18,65.0
19,58.0
20,51.0
21,65.0
22,62.0
23,64.0
24,52.0
25,54.0
26,66.0
27,61.0
28,51.0
29,64.0
30,59.0
31,51.0
32,62.0
33,51.0
34,57.0
35,51.0
36,68.0
37,57.0
38,66.0
39,53.0
40,70.0
41,69.0
42,64.0
43,65.0
44,55.0
45,61.0
46,73.0
47,60.0
48,61.0
49,69.0
50,67.0
51,52.0
52,57.0
53,52.0
54,69.0
55,52.0
56,70.0
57,65.0
58,57.0
59,77.0
60,58.0
61,67.0
62,47.0
63,61.0
64,53.0
65,55.0
66,59.0
67,51.0
68,59.0
69,60.0
70,75.0
71,69.0
72,69.0
73,56.0
74,55.0
75,56.0
76,52.0
77,64.0
78,63.0
79,68.0
80,60.0
81,64.0
82,64.0
83,76.0
84,59.0
85,57.0
86,66.0
87,59.0
88,52.0
89,64.0
90,70.0
91,54.0
92,63.0
93,68.0
94,74.0
95,50.0
96,53.0
97,49.0
98,79.0
99,62.0
100,52.0
101,47.0
102,60.0
103,57.0
104,61.0
105,50.0
106,53.0
107,49.0
108,69.0
109,62.0
110,54.0
111,50.0
112,47.0
113,46.0
114,64.0
115,67.0
116,54.0
117,58.0
118,55.0
119,73.0
120,61.0
121,65.0
122,56.0
123,67.0
124,66.0
125,63.0
126,54.0
127,67.0
128,65.0
129,50.0
130,54.0
131,52.0
132,58.0
133,49.0
134,38.0
135,59.0
136,60.0
137,57.0
138,70.0
139,62.0
140,55.0
141,56.0
142,58.0
143,65.0
144,56.0
145,49.0
146,57.0
147,54.0
148,47.0
149,66.0
150,61.0
151,65.0
152,60.0
153,63.0
154,58.0
155,61.0
156,65.0
157,56.0
158,65.0
159,58.0
160,63.0
161,71.0
162,71.0
163,72.0
164,52.0
165,60.0
166,67.0
167,76.0
168,50.0
169,62.0
170,46.0
171,63.0
172,55.0
173,62.0
174,47.0
175,51.0
176,70.0
177,65.0
178,57.0
179,62.0
180,62.0
181,56.0
182,62.0
183,55.0
184,66.0
